compound_row_id	compound_class	candidate_protein_id	domain_family	n_domain_hits	tier	has_bgc_context	is_cross_ref_confirmed	is_extracellular	compound_log2fc	compound_q_value
1850.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	27.706295653183496	4.144116547549888e-05
2237.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	27.140719754787405	4.144116547549888e-05
3739.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	26.70182640523653	4.144116547549888e-05
1928.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	26.209404369476527	5.960954998486231e-05
10319.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.67372517013205	5.960954998486231e-05
2617.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.62564642596527	4.144116547549888e-05
5301.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.60612431326752	4.144116547549888e-05
7105.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.493061934152312	4.144116547549888e-05
1824.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.483437348263408	0.0008437110974807
2789.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.47979919860323	4.144116547549888e-05
1633.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.44537424965475	4.144116547549888e-05
3630.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.314995815343813	4.144116547549888e-05
1689.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.2180674447148	5.960954998486231e-05
6892.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.180752574577387	4.144116547549888e-05
3018.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.16370006281595	4.144116547549888e-05
14133.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.031425812200865	4.144116547549888e-05
2531.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	25.013265747856902	4.144116547549888e-05
8325.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.91397920171341	4.144116547549888e-05
10465.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.90576410767453	5.960954998486231e-05
12743.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.86590727365876	0.0004527718196328
4518.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.80621949685826	0.007906607311986
7783.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.792847227333446	4.144116547549888e-05
15038.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.78868966425423	0.0001172264475461
1943.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.786967757114688	0.0057514615625388
7422.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.770268664847304	4.144116547549888e-05
8063.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.76428575567348	0.0002374901889848
1847.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.761262585144674	0.0008437110974807
7717.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.722843545491617	0.007906607311986
5978.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.691127025091927	0.0057514615625388
1382.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.63004784299873	0.0103046466085238
1953.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.62724496675217	4.144116547549888e-05
15541.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.602822745607508	5.960954998486231e-05
4183.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.56996448838175	0.0047649239655951
5872.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.53247134786777	4.144116547549888e-05
20808.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.52296299405055	0.0002374901889848
8000.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.501741025583232	4.144116547549888e-05
4984.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.49777794326585	0.0027400910697369
2346.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.46756862964702	4.144116547549888e-05
4481.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.454548860768043	0.007906607311986
2053.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.429264104522392	0.0001172264475461
9519.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.393373200760376	4.144116547549888e-05
3130.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.329610271539625	0.0057514615625388
5257.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.30965886202164	0.0001172264475461
6651.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.26827533829884	0.0027400910697369
6560.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.26731010559729	4.144116547549888e-05
9398.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.259792752788016	0.0008437110974807
4527.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.21361960837393	0.0027400910697369
18494.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.178180720754224	5.960954998486231e-05
9784.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.15624445793594	0.0001172264475461
9803.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.15134069168826	4.144116547549888e-05
6752.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.09668563489777	0.007906607311986
3120.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.078122192521768	0.0015240284071702
8816.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.055539753538188	4.144116547549888e-05
14969.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.040973662675608	0.0002374901889848
6313.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.0227974846762	0.0057514615625388
22049.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	24.00707188225805	4.144116547549888e-05
10816.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.953711625994163	0.0129722554539552
8857.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.85838557478493	0.0129722554539552
12497.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.837241611009897	0.0008437110974807
1724.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.811198240089624	0.0015240284071702
16051.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.75341277960401	5.960954998486231e-05
12241.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.73917901466537	0.0027400910697369
6417.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.730387938094232	0.0047649239655951
13220.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.72106835301992	0.0004527718196328
15217.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.6932302685106	0.0002374901889848
12089.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.68359450916472	4.144116547549888e-05
4033.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.66620215717717	0.0004527718196328
4240.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.65415947760818	0.0365145522984338
4889.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.62722942427437	0.0057514615625388
22251.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.5771908528355	0.0015240284071702
11169.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.554104180980715	5.960954998486231e-05
2578.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.518653057576195	0.0004527718196328
17507.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.481757111315385	0.0015240284071702
11870.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.41741611749577	4.144116547549888e-05
3940.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.39338506599112	0.0129722554539552
15848.0	Amino acids and Peptides	F61BA062_001377-T1	nrps	4	1	True	True	False	23.328068127252283	0.0047649239655951
